,keyword,date,trend_index
1730,bildu,2019-12-29,13
1731,bildu,2020-01-05,99
1732,bildu,2020-01-12,6
1733,bildu,2020-01-19,5
1734,bildu,2020-01-26,4
1735,bildu,2020-02-02,4
1736,bildu,2020-02-09,3
1737,bildu,2020-02-16,3
1738,bildu,2020-02-23,5
1739,bildu,2020-03-01,4
1740,bildu,2020-03-08,2
1741,bildu,2020-03-15,3
1742,bildu,2020-03-22,3
1743,bildu,2020-03-29,3
1744,bildu,2020-04-05,6
1745,bildu,2020-04-12,5
1746,bildu,2020-04-19,6
1747,bildu,2020-04-26,6
1748,bildu,2020-05-03,6
1749,bildu,2020-05-10,5
1750,bildu,2020-05-17,100
1751,bildu,2020-05-24,58
1752,teletrabajo,2019-01-06,2
1753,teletrabajo,2019-01-13,2
1754,teletrabajo,2019-01-20,3
1755,teletrabajo,2019-01-27,2
1756,teletrabajo,2019-02-03,4
1757,teletrabajo,2019-02-10,2
1758,teletrabajo,2019-02-17,3
1759,teletrabajo,2019-02-24,3
1760,teletrabajo,2019-03-03,3
1761,teletrabajo,2019-03-10,2
1762,teletrabajo,2019-03-17,3
1763,teletrabajo,2019-03-24,3
1764,teletrabajo,2019-03-31,2
1765,teletrabajo,2019-04-07,1
1766,teletrabajo,2019-04-14,2
1767,teletrabajo,2019-04-21,2
1768,teletrabajo,2019-04-28,2
1769,teletrabajo,2019-05-05,2
1770,teletrabajo,2019-05-12,4
1771,teletrabajo,2019-05-19,3
1772,teletrabajo,2019-05-26,3
1773,teletrabajo,2019-06-02,3
1774,teletrabajo,2019-06-09,3
1775,teletrabajo,2019-06-16,2
1776,teletrabajo,2019-06-23,2
1777,teletrabajo,2019-06-30,3
1778,teletrabajo,2019-07-07,3
1779,teletrabajo,2019-07-14,2
1780,teletrabajo,2019-07-21,3
1781,teletrabajo,2019-07-28,2
1782,teletrabajo,2019-08-04,1
1783,teletrabajo,2019-08-11,2
1784,teletrabajo,2019-08-18,3
1785,teletrabajo,2019-08-25,2
1786,teletrabajo,2019-09-01,1
1787,teletrabajo,2019-09-08,3
1788,teletrabajo,2019-09-15,4
1789,teletrabajo,2019-09-22,3
1790,teletrabajo,2019-09-29,3
1791,teletrabajo,2019-10-06,5
1792,teletrabajo,2019-10-13,2
1793,teletrabajo,2019-10-20,2
1794,teletrabajo,2019-10-27,3
1795,teletrabajo,2019-11-03,5
1796,teletrabajo,2019-11-10,3
1797,teletrabajo,2019-11-17,4
1798,teletrabajo,2019-11-24,3
1799,teletrabajo,2019-12-01,2
1800,teletrabajo,2019-12-08,3
1801,teletrabajo,2019-12-15,3
1802,teletrabajo,2019-12-22,1
1803,teletrabajo,2019-12-29,2
1804,teletrabajo,2020-01-05,3
1805,teletrabajo,2020-01-12,3
1806,teletrabajo,2020-01-19,4
1807,teletrabajo,2020-01-26,3
1808,teletrabajo,2020-02-02,3
1809,teletrabajo,2020-02-09,5
1810,teletrabajo,2020-02-16,4
1811,teletrabajo,2020-02-23,6
1812,teletrabajo,2020-03-01,15
1813,teletrabajo,2020-03-08,100
1814,teletrabajo,2020-03-15,85
1815,teletrabajo,2020-03-22,55
1816,teletrabajo,2020-03-29,49
1817,teletrabajo,2020-04-05,33
1818,teletrabajo,2020-04-12,37
1819,teletrabajo,2020-04-19,73
1820,teletrabajo,2020-04-26,61
1821,teletrabajo,2020-05-03,54
1822,teletrabajo,2020-05-10,42
1823,teletrabajo,2020-05-17,45
1824,teletrabajo,2020-05-24,47
1825,remoto,2019-01-06,33
1826,remoto,2019-01-13,32
1827,remoto,2019-01-20,29
1828,remoto,2019-01-27,25
1829,remoto,2019-02-03,31
1830,remoto,2019-02-10,31
1831,remoto,2019-02-17,30
1832,remoto,2019-02-24,31
1833,remoto,2019-03-03,29
1834,remoto,2019-03-10,30
1835,remoto,2019-03-17,30
1836,remoto,2019-03-24,30
1837,remoto,2019-03-31,28
1838,remoto,2019-04-07,29
1839,remoto,2019-04-14,30
1840,remoto,2019-04-21,24
1841,remoto,2019-04-28,22
1842,remoto,2019-05-05,28
1843,remoto,2019-05-12,29
1844,remoto,2019-05-19,25
1845,remoto,2019-05-26,25
1846,remoto,2019-06-02,27
1847,remoto,2019-06-09,28
1848,remoto,2019-06-16,29
1849,remoto,2019-06-23,31
1850,remoto,2019-06-30,32
1851,remoto,2019-07-07,31
1852,remoto,2019-07-14,28
1853,remoto,2019-07-21,26
1854,remoto,2019-07-28,24
1855,remoto,2019-08-04,26
1856,remoto,2019-08-11,25
1857,remoto,2019-08-18,24
1858,remoto,2019-08-25,24
1859,remoto,2019-09-01,28
1860,remoto,2019-09-08,24
1861,remoto,2019-09-15,29
1862,remoto,2019-09-22,29
1863,remoto,2019-09-29,27
1864,remoto,2019-10-06,28
1865,remoto,2019-10-13,29
1866,remoto,2019-10-20,27
1867,remoto,2019-10-27,27
1868,remoto,2019-11-03,31
1869,remoto,2019-11-10,29
1870,remoto,2019-11-17,33
1871,remoto,2019-11-24,32
1872,remoto,2019-12-01,35
1873,remoto,2019-12-08,30
1874,remoto,2019-12-15,33
1875,remoto,2019-12-22,28
1876,remoto,2019-12-29,31
1877,remoto,2020-01-05,30
1878,remoto,2020-01-12,33
1879,remoto,2020-01-19,25
1880,remoto,2020-01-26,33
1881,remoto,2020-02-02,28
1882,remoto,2020-02-09,32
1883,remoto,2020-02-16,31
1884,remoto,2020-02-23,33
1885,remoto,2020-03-01,32
1886,remoto,2020-03-08,59
1887,remoto,2020-03-15,100
1888,remoto,2020-03-22,77
1889,remoto,2020-03-29,64
1890,remoto,2020-04-05,48
1891,remoto,2020-04-12,51
1892,remoto,2020-04-19,49
1893,remoto,2020-04-26,53
1894,remoto,2020-05-03,48
1895,remoto,2020-05-10,49
1896,remoto,2020-05-17,46
1897,remoto,2020-05-24,41
1898,cursos online,2019-01-06,23
1899,cursos online,2019-01-13,25
1900,cursos online,2019-01-20,26
1901,cursos online,2019-01-27,26
1902,cursos online,2019-02-03,26
1903,cursos online,2019-02-10,24
1904,cursos online,2019-02-17,26
1905,cursos online,2019-02-24,24
1906,cursos online,2019-03-03,27
1907,cursos online,2019-03-10,25
1908,cursos online,2019-03-17,24
1909,cursos online,2019-03-24,23
1910,cursos online,2019-03-31,22
1911,cursos online,2019-04-07,26
1912,cursos online,2019-04-14,17
1913,cursos online,2019-04-21,19
1914,cursos online,2019-04-28,16
1915,cursos online,2019-05-05,20
1916,cursos online,2019-05-12,22
1917,cursos online,2019-05-19,23
1918,cursos online,2019-05-26,20
1919,cursos online,2019-06-02,23
1920,cursos online,2019-06-09,23
1921,cursos online,2019-06-16,24
1922,cursos online,2019-06-23,22
1923,cursos online,2019-06-30,21
1924,cursos online,2019-07-07,22
1925,cursos online,2019-07-14,22
1926,cursos online,2019-07-21,20
1927,cursos online,2019-07-28,20
1928,cursos online,2019-08-04,20
1929,cursos online,2019-08-11,18
1930,cursos online,2019-08-18,21
1931,cursos online,2019-08-25,23
1932,cursos online,2019-09-01,27
1933,cursos online,2019-09-08,26
1934,cursos online,2019-09-15,33
1935,cursos online,2019-09-22,33
1936,cursos online,2019-09-29,27
1937,cursos online,2019-10-06,27
1938,cursos online,2019-10-13,25
1939,cursos online,2019-10-20,26
1940,cursos online,2019-10-27,23
1941,cursos online,2019-11-03,24
1942,cursos online,2019-11-10,25
1943,cursos online,2019-11-17,25
1944,cursos online,2019-11-24,24
1945,cursos online,2019-12-01,18
1946,cursos online,2019-12-08,18
1947,cursos online,2019-12-15,19
1948,cursos online,2019-12-22,14
1949,cursos online,2019-12-29,17
1950,cursos online,2020-01-05,24
1951,cursos online,2020-01-12,26
1952,cursos online,2020-01-19,28
1953,cursos online,2020-01-26,27
1954,cursos online,2020-02-02,28
1955,cursos online,2020-02-09,29
1956,cursos online,2020-02-16,26
1957,cursos online,2020-02-23,25
1958,cursos online,2020-03-01,28
1959,cursos online,2020-03-08,22
1960,cursos online,2020-03-15,75
1961,cursos online,2020-03-22,91
1962,cursos online,2020-03-29,100
1963,cursos online,2020-04-05,91
1964,cursos online,2020-04-12,90
1965,cursos online,2020-04-19,87
1966,cursos online,2020-04-26,62
1967,cursos online,2020-05-03,49
1968,cursos online,2020-05-10,46
1969,cursos online,2020-05-17,48
1970,cursos online,2020-05-24,37
1971,productividad,2019-01-06,39
1972,productividad,2019-01-13,46
1973,productividad,2019-01-20,49
1974,productividad,2019-01-27,41
1975,productividad,2019-02-03,50
1976,productividad,2019-02-10,52
1977,productividad,2019-02-17,47
1978,productividad,2019-02-24,67
1979,productividad,2019-03-03,49
1980,productividad,2019-03-10,41
1981,productividad,2019-03-17,45
1982,productividad,2019-03-24,55
1983,productividad,2019-03-31,40
1984,productividad,2019-04-07,43
1985,productividad,2019-04-14,30
1986,productividad,2019-04-21,38
1987,productividad,2019-04-28,42
1988,productividad,2019-05-05,46
1989,productividad,2019-05-12,66
1990,productividad,2019-05-19,56
1991,productividad,2019-05-26,70
1992,productividad,2019-06-02,55
1993,productividad,2019-06-09,47
1994,productividad,2019-06-16,35
1995,productividad,2019-06-23,35
1996,productividad,2019-06-30,23
1997,productividad,2019-07-07,37
1998,productividad,2019-07-14,25
1999,productividad,2019-07-21,36
2000,productividad,2019-07-28,27
2001,productividad,2019-08-04,11
2002,productividad,2019-08-11,26
2003,productividad,2019-08-18,24
2004,productividad,2019-08-25,15
2005,productividad,2019-09-01,36
2006,productividad,2019-09-08,22
2007,productividad,2019-09-15,27
2008,productividad,2019-09-22,41
2009,productividad,2019-09-29,51
2010,productividad,2019-10-06,66
2011,productividad,2019-10-13,54
2012,productividad,2019-10-20,47
2013,productividad,2019-10-27,60
2014,productividad,2019-11-03,54
2015,productividad,2019-11-10,60
2016,productividad,2019-11-17,74
2017,productividad,2019-11-24,64
2018,productividad,2019-12-01,63
2019,productividad,2019-12-08,48
2020,productividad,2019-12-15,54
2021,productividad,2019-12-22,37
2022,productividad,2019-12-29,31
2023,productividad,2020-01-05,47
2024,productividad,2020-01-12,52
2025,productividad,2020-01-19,60
2026,productividad,2020-01-26,44
2027,productividad,2020-02-02,61
2028,productividad,2020-02-09,45
2029,productividad,2020-02-16,49
2030,productividad,2020-02-23,56
2031,productividad,2020-03-01,60
2032,productividad,2020-03-08,47
2033,productividad,2020-03-15,45
2034,productividad,2020-03-22,71
2035,productividad,2020-03-29,65
2036,productividad,2020-04-05,57
2037,productividad,2020-04-12,90
2038,productividad,2020-04-19,81
2039,productividad,2020-04-26,94
2040,productividad,2020-05-03,88
2041,productividad,2020-05-10,88
2042,productividad,2020-05-17,71
2043,productividad,2020-05-24,100
2044,autonomo,2019-01-06,47
2045,autonomo,2019-01-13,47
2046,autonomo,2019-01-20,43
2047,autonomo,2019-01-27,50
2048,autonomo,2019-02-03,49
2049,autonomo,2019-02-10,44
2050,autonomo,2019-02-17,45
2051,autonomo,2019-02-24,43
2052,autonomo,2019-03-03,42
2053,autonomo,2019-03-10,41
2054,autonomo,2019-03-17,40
2055,autonomo,2019-03-24,45
2056,autonomo,2019-03-31,46
2057,autonomo,2019-04-07,42
2058,autonomo,2019-04-14,31
2059,autonomo,2019-04-21,37
2060,autonomo,2019-04-28,40
2061,autonomo,2019-05-05,43
2062,autonomo,2019-05-12,46
2063,autonomo,2019-05-19,42
2064,autonomo,2019-05-26,41
2065,autonomo,2019-06-02,42
2066,autonomo,2019-06-09,45
2067,autonomo,2019-06-16,39
2068,autonomo,2019-06-23,39
2069,autonomo,2019-06-30,40
2070,autonomo,2019-07-07,36
2071,autonomo,2019-07-14,37
2072,autonomo,2019-07-21,35
2073,autonomo,2019-07-28,36
2074,autonomo,2019-08-04,30
2075,autonomo,2019-08-11,25
2076,autonomo,2019-08-18,31
2077,autonomo,2019-08-25,35
2078,autonomo,2019-09-01,43
2079,autonomo,2019-09-08,34
2080,autonomo,2019-09-15,44
2081,autonomo,2019-09-22,39
2082,autonomo,2019-09-29,47
2083,autonomo,2019-10-06,41
2084,autonomo,2019-10-13,39
2085,autonomo,2019-10-20,41
2086,autonomo,2019-10-27,39
2087,autonomo,2019-11-03,48
2088,autonomo,2019-11-10,36
2089,autonomo,2019-11-17,39
2090,autonomo,2019-11-24,39
2091,autonomo,2019-12-01,34
2092,autonomo,2019-12-08,35
2093,autonomo,2019-12-15,37
2094,autonomo,2019-12-22,27
2095,autonomo,2019-12-29,37
2096,autonomo,2020-01-05,39
2097,autonomo,2020-01-12,48
2098,autonomo,2020-01-19,46
2099,autonomo,2020-01-26,50
2100,autonomo,2020-02-02,44
2101,autonomo,2020-02-09,43
2102,autonomo,2020-02-16,45
2103,autonomo,2020-02-23,41
2104,autonomo,2020-03-01,45
2105,autonomo,2020-03-08,41
2106,autonomo,2020-03-15,84
2107,autonomo,2020-03-22,80
2108,autonomo,2020-03-29,100
2109,autonomo,2020-04-05,61
2110,autonomo,2020-04-12,75
2111,autonomo,2020-04-19,66
2112,autonomo,2020-04-26,60
2113,autonomo,2020-05-03,60
2114,autonomo,2020-05-10,49
2115,autonomo,2020-05-17,49
2116,autonomo,2020-05-24,42
2117,negocio online,2019-01-06,54
2118,negocio online,2019-01-13,41
2119,negocio online,2019-01-20,33
2120,negocio online,2019-01-27,36
2121,negocio online,2019-02-03,38
2122,negocio online,2019-02-10,31
2123,negocio online,2019-02-17,31
2124,negocio online,2019-02-24,21
2125,negocio online,2019-03-03,32
2126,negocio online,2019-03-10,29
2127,negocio online,2019-03-17,25
2128,negocio online,2019-03-24,25
2129,negocio online,2019-03-31,27
2130,negocio online,2019-04-07,34
2131,negocio online,2019-04-14,43
2132,negocio online,2019-04-21,55
2133,negocio online,2019-04-28,41
2134,negocio online,2019-05-05,44
2135,negocio online,2019-05-12,41
2136,negocio online,2019-05-19,17
2137,negocio online,2019-05-26,53
2138,negocio online,2019-06-02,36
2139,negocio online,2019-06-09,36
2140,negocio online,2019-06-16,35
2141,negocio online,2019-06-23,16
2142,negocio online,2019-06-30,28
2143,negocio online,2019-07-07,17
2144,negocio online,2019-07-14,32
2145,negocio online,2019-07-21,50
2146,negocio online,2019-07-28,30
2147,negocio online,2019-08-04,66
2148,negocio online,2019-08-11,37
2149,negocio online,2019-08-18,36
2150,negocio online,2019-08-25,55
2151,negocio online,2019-09-01,29
2152,negocio online,2019-09-08,32
2153,negocio online,2019-09-15,29
2154,negocio online,2019-09-22,48
2155,negocio online,2019-09-29,45
2156,negocio online,2019-10-06,35
2157,negocio online,2019-10-13,44
2158,negocio online,2019-10-20,28
2159,negocio online,2019-10-27,33
2160,negocio online,2019-11-03,40
2161,negocio online,2019-11-10,31
2162,negocio online,2019-11-17,37
2163,negocio online,2019-11-24,45
2164,negocio online,2019-12-01,42
2165,negocio online,2019-12-08,26
2166,negocio online,2019-12-15,31
2167,negocio online,2019-12-22,28
2168,negocio online,2019-12-29,17
2169,negocio online,2020-01-05,57
2170,negocio online,2020-01-12,49
2171,negocio online,2020-01-19,14
2172,negocio online,2020-01-26,27
2173,negocio online,2020-02-02,39
2174,negocio online,2020-02-09,36
2175,negocio online,2020-02-16,39
2176,negocio online,2020-02-23,48
2177,negocio online,2020-03-01,34
2178,negocio online,2020-03-08,20
2179,negocio online,2020-03-15,28
2180,negocio online,2020-03-22,45
2181,negocio online,2020-03-29,86
2182,negocio online,2020-04-05,80
2183,negocio online,2020-04-12,76
2184,negocio online,2020-04-19,100
2185,negocio online,2020-04-26,84
2186,negocio online,2020-05-03,70
2187,negocio online,2020-05-10,72
2188,negocio online,2020-05-17,79
2189,negocio online,2020-05-24,87
2190,emprendimiento,2019-01-06,59
2191,emprendimiento,2019-01-13,91
2192,emprendimiento,2019-01-20,60
2193,emprendimiento,2019-01-27,51
2194,emprendimiento,2019-02-03,96
2195,emprendimiento,2019-02-10,54
2196,emprendimiento,2019-02-17,73
2197,emprendimiento,2019-02-24,79
2198,emprendimiento,2019-03-03,87
2199,emprendimiento,2019-03-10,65
2200,emprendimiento,2019-03-17,71
2201,emprendimiento,2019-03-24,64
2202,emprendimiento,2019-03-31,65
2203,emprendimiento,2019-04-07,71
2204,emprendimiento,2019-04-14,53
2205,emprendimiento,2019-04-21,60
2206,emprendimiento,2019-04-28,56
2207,emprendimiento,2019-05-05,59
2208,emprendimiento,2019-05-12,65
2209,emprendimiento,2019-05-19,25
2210,emprendimiento,2019-05-26,48
2211,emprendimiento,2019-06-02,72
2212,emprendimiento,2019-06-09,49
2213,emprendimiento,2019-06-16,67
2214,emprendimiento,2019-06-23,75
2215,emprendimiento,2019-06-30,48
2216,emprendimiento,2019-07-07,57
2217,emprendimiento,2019-07-14,33
2218,emprendimiento,2019-07-21,29
2219,emprendimiento,2019-07-28,55
2220,emprendimiento,2019-08-04,17
2221,emprendimiento,2019-08-11,34
2222,emprendimiento,2019-08-18,43
2223,emprendimiento,2019-08-25,22
2224,emprendimiento,2019-09-01,30
2225,emprendimiento,2019-09-08,59
2226,emprendimiento,2019-09-15,94
2227,emprendimiento,2019-09-22,67
2228,emprendimiento,2019-09-29,71
2229,emprendimiento,2019-10-06,92
2230,emprendimiento,2019-10-13,89
2231,emprendimiento,2019-10-20,100
2232,emprendimiento,2019-10-27,43
2233,emprendimiento,2019-11-03,31
2234,emprendimiento,2019-11-10,53
2235,emprendimiento,2019-11-17,90
2236,emprendimiento,2019-11-24,55
2237,emprendimiento,2019-12-01,50
2238,emprendimiento,2019-12-08,47
2239,emprendimiento,2019-12-15,60
2240,emprendimiento,2019-12-22,45
2241,emprendimiento,2019-12-29,19
2242,emprendimiento,2020-01-05,81
2243,emprendimiento,2020-01-12,78
2244,emprendimiento,2020-01-19,39
2245,emprendimiento,2020-01-26,82
2246,emprendimiento,2020-02-02,52
2247,emprendimiento,2020-02-09,74
2248,emprendimiento,2020-02-16,66
2249,emprendimiento,2020-02-23,46
2250,emprendimiento,2020-03-01,49
2251,emprendimiento,2020-03-08,48
2252,emprendimiento,2020-03-15,30
2253,emprendimiento,2020-03-22,48
2254,emprendimiento,2020-03-29,33
2255,emprendimiento,2020-04-05,35
2256,emprendimiento,2020-04-12,46
2257,emprendimiento,2020-04-19,68
2258,emprendimiento,2020-04-26,43
2259,emprendimiento,2020-05-03,64
2260,emprendimiento,2020-05-10,73
2261,emprendimiento,2020-05-17,82
2262,emprendimiento,2020-05-24,26
2263,formacion,2019-01-06,73
2264,formacion,2019-01-13,89
2265,formacion,2019-01-20,83
2266,formacion,2019-01-27,88
2267,formacion,2019-02-03,91
2268,formacion,2019-02-10,89
2269,formacion,2019-02-17,92
2270,formacion,2019-02-24,80
2271,formacion,2019-03-03,84
2272,formacion,2019-03-10,92
2273,formacion,2019-03-17,87
2274,formacion,2019-03-24,93
2275,formacion,2019-03-31,87
2276,formacion,2019-04-07,84
2277,formacion,2019-04-14,51
2278,formacion,2019-04-21,75
2279,formacion,2019-04-28,73
2280,formacion,2019-05-05,91
2281,formacion,2019-05-12,90
2282,formacion,2019-05-19,94
2283,formacion,2019-05-26,88
2284,formacion,2019-06-02,89
2285,formacion,2019-06-09,91
2286,formacion,2019-06-16,89
2287,formacion,2019-06-23,90
2288,formacion,2019-06-30,77
2289,formacion,2019-07-07,78
2290,formacion,2019-07-14,69
2291,formacion,2019-07-21,66
2292,formacion,2019-07-28,53
2293,formacion,2019-08-04,45
2294,formacion,2019-08-11,43
2295,formacion,2019-08-18,50
2296,formacion,2019-08-25,62
2297,formacion,2019-09-01,81
2298,formacion,2019-09-08,78
2299,formacion,2019-09-15,90
2300,formacion,2019-09-22,98
2301,formacion,2019-09-29,99
2302,formacion,2019-10-06,94
2303,formacion,2019-10-13,91
2304,formacion,2019-10-20,89
2305,formacion,2019-10-27,78
2306,formacion,2019-11-03,91
2307,formacion,2019-11-10,94
2308,formacion,2019-11-17,92
2309,formacion,2019-11-24,85
2310,formacion,2019-12-01,72
2311,formacion,2019-12-08,72
2312,formacion,2019-12-15,66
2313,formacion,2019-12-22,45
2314,formacion,2019-12-29,48
2315,formacion,2020-01-05,73
2316,formacion,2020-01-12,92
2317,formacion,2020-01-19,90
2318,formacion,2020-01-26,98
2319,formacion,2020-02-02,93
2320,formacion,2020-02-09,94
2321,formacion,2020-02-16,100
2322,formacion,2020-02-23,87
2323,formacion,2020-03-01,92
2324,formacion,2020-03-08,70
2325,formacion,2020-03-15,62
2326,formacion,2020-03-22,69
2327,formacion,2020-03-29,68
2328,formacion,2020-04-05,63
2329,formacion,2020-04-12,75
2330,formacion,2020-04-19,76
2331,formacion,2020-04-26,73
2332,formacion,2020-05-03,78
2333,formacion,2020-05-10,77
2334,formacion,2020-05-17,79
2335,formacion,2020-05-24,80
2336,erte,2019-01-06,0
2337,erte,2019-01-13,0
2338,erte,2019-01-20,0
2339,erte,2019-01-27,0
2340,erte,2019-02-03,0
2341,erte,2019-02-10,0
2342,erte,2019-02-17,0
2343,erte,2019-02-24,0
2344,erte,2019-03-03,0
2345,erte,2019-03-10,0
2346,erte,2019-03-17,0
2347,erte,2019-03-24,0
2348,erte,2019-03-31,0
2349,erte,2019-04-07,0
2350,erte,2019-04-14,0
2351,erte,2019-04-21,0
2352,erte,2019-04-28,0
2353,erte,2019-05-05,0
2354,erte,2019-05-12,0
2355,erte,2019-05-19,0
2356,erte,2019-05-26,0
2357,erte,2019-06-02,0
2358,erte,2019-06-09,0
2359,erte,2019-06-16,0
2360,erte,2019-06-23,0
2361,erte,2019-06-30,0
2362,erte,2019-07-07,0
2363,erte,2019-07-14,0
2364,erte,2019-07-21,0
2365,erte,2019-07-28,0
2366,erte,2019-08-04,0
2367,erte,2019-08-11,0
2368,erte,2019-08-18,0
2369,erte,2019-08-25,0
2370,erte,2019-09-01,0
2371,erte,2019-09-08,0
2372,erte,2019-09-15,0
2373,erte,2019-09-22,0
2374,erte,2019-09-29,0
2375,erte,2019-10-06,0
2376,erte,2019-10-13,0
2377,erte,2019-10-20,0
2378,erte,2019-10-27,0
2379,erte,2019-11-03,0
2380,erte,2019-11-10,0
2381,erte,2019-11-17,0
2382,erte,2019-11-24,0
2383,erte,2019-12-01,0
2384,erte,2019-12-08,0
2385,erte,2019-12-15,0
2386,erte,2019-12-22,0
2387,erte,2019-12-29,0
2388,erte,2020-01-05,0
2389,erte,2020-01-12,0
2390,erte,2020-01-19,0
2391,erte,2020-01-26,0
2392,erte,2020-02-02,0
2393,erte,2020-02-09,0
2394,erte,2020-02-16,0
2395,erte,2020-02-23,0
2396,erte,2020-03-01,0
2397,erte,2020-03-08,17
2398,erte,2020-03-15,100
2399,erte,2020-03-22,67
2400,erte,2020-03-29,44
2401,erte,2020-04-05,30
2402,erte,2020-04-12,35
2403,erte,2020-04-19,30
2404,erte,2020-04-26,39
2405,erte,2020-05-03,44
2406,erte,2020-05-10,34
2407,erte,2020-05-17,25
2408,erte,2020-05-24,21
2409,paro,2019-01-06,29
2410,paro,2019-01-13,26
2411,paro,2019-01-20,22
2412,paro,2019-01-27,25
2413,paro,2019-02-03,29
2414,paro,2019-02-10,26
2415,paro,2019-02-17,25
2416,paro,2019-02-24,24
2417,paro,2019-03-03,30
2418,paro,2019-03-10,28
2419,paro,2019-03-17,23
2420,paro,2019-03-24,23
2421,paro,2019-03-31,28
2422,paro,2019-04-07,25
2423,paro,2019-04-14,20
2424,paro,2019-04-21,25
2425,paro,2019-04-28,25
2426,paro,2019-05-05,29
2427,paro,2019-05-12,23
2428,paro,2019-05-19,24
2429,paro,2019-05-26,24
2430,paro,2019-06-02,28
2431,paro,2019-06-09,26
2432,paro,2019-06-16,25
2433,paro,2019-06-23,25
2434,paro,2019-06-30,29
2435,paro,2019-07-07,25
2436,paro,2019-07-14,23
2437,paro,2019-07-21,24
2438,paro,2019-07-28,27
2439,paro,2019-08-04,27
2440,paro,2019-08-11,22
2441,paro,2019-08-18,23
2442,paro,2019-08-25,24
2443,paro,2019-09-01,29
2444,paro,2019-09-08,25
2445,paro,2019-09-15,25
2446,paro,2019-09-22,25
2447,paro,2019-09-29,29
2448,paro,2019-10-06,28
2449,paro,2019-10-13,25
2450,paro,2019-10-20,27
2451,paro,2019-10-27,23
2452,paro,2019-11-03,31
2453,paro,2019-11-10,26
2454,paro,2019-11-17,27
2455,paro,2019-11-24,23
2456,paro,2019-12-01,26
2457,paro,2019-12-08,26
2458,paro,2019-12-15,22
2459,paro,2019-12-22,19
2460,paro,2019-12-29,27
2461,paro,2020-01-05,30
2462,paro,2020-01-12,29
2463,paro,2020-01-19,26
2464,paro,2020-01-26,27
2465,paro,2020-02-02,33
2466,paro,2020-02-09,28
2467,paro,2020-02-16,25
2468,paro,2020-02-23,23
2469,paro,2020-03-01,28
2470,paro,2020-03-08,36
2471,paro,2020-03-15,100
2472,paro,2020-03-22,71
2473,paro,2020-03-29,75
2474,paro,2020-04-05,47
2475,paro,2020-04-12,53
2476,paro,2020-04-19,46
2477,paro,2020-04-26,51
2478,paro,2020-05-03,55
2479,paro,2020-05-10,40
2480,paro,2020-05-17,37
2481,paro,2020-05-24,38
2482,sepe,2019-01-06,11
2483,sepe,2019-01-13,11
2484,sepe,2019-01-20,9
2485,sepe,2019-01-27,10
2486,sepe,2019-02-03,11
2487,sepe,2019-02-10,11
2488,sepe,2019-02-17,11
2489,sepe,2019-02-24,11
2490,sepe,2019-03-03,12
2491,sepe,2019-03-10,15
2492,sepe,2019-03-17,11
2493,sepe,2019-03-24,12
2494,sepe,2019-03-31,12
2495,sepe,2019-04-07,12
2496,sepe,2019-04-14,8
2497,sepe,2019-04-21,11
2498,sepe,2019-04-28,10
2499,sepe,2019-05-05,11
2500,sepe,2019-05-12,10
2501,sepe,2019-05-19,11
2502,sepe,2019-05-26,11
2503,sepe,2019-06-02,12
2504,sepe,2019-06-09,12
2505,sepe,2019-06-16,13
2506,sepe,2019-06-23,15
2507,sepe,2019-06-30,15
2508,sepe,2019-07-07,13
2509,sepe,2019-07-14,11
2510,sepe,2019-07-21,11
2511,sepe,2019-07-28,11
2512,sepe,2019-08-04,10
2513,sepe,2019-08-11,9
2514,sepe,2019-08-18,10
2515,sepe,2019-08-25,10
2516,sepe,2019-09-01,13
2517,sepe,2019-09-08,11
2518,sepe,2019-09-15,11
2519,sepe,2019-09-22,11
2520,sepe,2019-09-29,12
2521,sepe,2019-10-06,13
2522,sepe,2019-10-13,11
2523,sepe,2019-10-20,14
2524,sepe,2019-10-27,11
2525,sepe,2019-11-03,13
2526,sepe,2019-11-10,13
2527,sepe,2019-11-17,13
2528,sepe,2019-11-24,11
2529,sepe,2019-12-01,11
2530,sepe,2019-12-08,12
2531,sepe,2019-12-15,11
2532,sepe,2019-12-22,8
2533,sepe,2019-12-29,9
2534,sepe,2020-01-05,12
2535,sepe,2020-01-12,13
2536,sepe,2020-01-19,12
2537,sepe,2020-01-26,12
2538,sepe,2020-02-02,13
2539,sepe,2020-02-09,13
2540,sepe,2020-02-16,12
2541,sepe,2020-02-23,11
2542,sepe,2020-03-01,13
2543,sepe,2020-03-08,21
2544,sepe,2020-03-15,41
2545,sepe,2020-03-22,35
2546,sepe,2020-03-29,43
2547,sepe,2020-04-05,30
2548,sepe,2020-04-12,49
2549,sepe,2020-04-19,62
2550,sepe,2020-04-26,100
2551,sepe,2020-05-03,91
2552,sepe,2020-05-10,73
2553,sepe,2020-05-17,64
2554,sepe,2020-05-24,54
2555,desempleo,2019-01-06,25
2556,desempleo,2019-01-13,22
2557,desempleo,2019-01-20,20
2558,desempleo,2019-01-27,24
2559,desempleo,2019-02-03,22
2560,desempleo,2019-02-10,21
2561,desempleo,2019-02-17,20
2562,desempleo,2019-02-24,21
2563,desempleo,2019-03-03,27
2564,desempleo,2019-03-10,31
2565,desempleo,2019-03-17,22
2566,desempleo,2019-03-24,23
2567,desempleo,2019-03-31,24
2568,desempleo,2019-04-07,22
2569,desempleo,2019-04-14,14
2570,desempleo,2019-04-21,21
