,keyword,date,trend_index
856,barometro,2020-01-12,49
857,barometro,2020-01-19,23
858,barometro,2020-01-26,32
859,barometro,2020-02-02,29
860,barometro,2020-02-09,21
861,barometro,2020-02-16,26
862,barometro,2020-02-23,31
863,barometro,2020-03-01,30
864,barometro,2020-03-08,22
865,barometro,2020-03-15,14
866,barometro,2020-03-22,30
867,barometro,2020-03-29,14
868,barometro,2020-04-05,47
869,barometro,2020-04-12,45
870,barometro,2020-04-19,31
871,barometro,2020-04-26,34
872,barometro,2020-05-03,38
873,barometro,2020-05-10,34
874,barometro,2020-05-17,48
875,barometro,2020-05-24,32
876,crisis economica,2019-01-06,12
877,crisis economica,2019-01-13,12
878,crisis economica,2019-01-20,11
879,crisis economica,2019-01-27,16
880,crisis economica,2019-02-03,19
881,crisis economica,2019-02-10,12
882,crisis economica,2019-02-17,17
883,crisis economica,2019-02-24,14
884,crisis economica,2019-03-03,17
885,crisis economica,2019-03-10,20
886,crisis economica,2019-03-17,25
887,crisis economica,2019-03-24,16
888,crisis economica,2019-03-31,18
889,crisis economica,2019-04-07,18
890,crisis economica,2019-04-14,16
891,crisis economica,2019-04-21,17
892,crisis economica,2019-04-28,30
893,crisis economica,2019-05-05,15
894,crisis economica,2019-05-12,18
895,crisis economica,2019-05-19,23
896,crisis economica,2019-05-26,14
897,crisis economica,2019-06-02,10
898,crisis economica,2019-06-09,16
899,crisis economica,2019-06-16,14
900,crisis economica,2019-06-23,8
901,crisis economica,2019-06-30,8
902,crisis economica,2019-07-07,9
903,crisis economica,2019-07-14,13
904,crisis economica,2019-07-21,13
905,crisis economica,2019-07-28,13
906,crisis economica,2019-08-04,14
907,crisis economica,2019-08-11,41
908,crisis economica,2019-08-18,26
909,crisis economica,2019-08-25,25
910,crisis economica,2019-09-01,23
911,crisis economica,2019-09-08,15
912,crisis economica,2019-09-15,16
913,crisis economica,2019-09-22,19
914,crisis economica,2019-09-29,26
915,crisis economica,2019-10-06,44
916,crisis economica,2019-10-13,18
917,crisis economica,2019-10-20,23
918,crisis economica,2019-10-27,22
919,crisis economica,2019-11-03,23
920,crisis economica,2019-11-10,26
921,crisis economica,2019-11-17,19
922,crisis economica,2019-11-24,14
923,crisis economica,2019-12-01,17
924,crisis economica,2019-12-08,18
925,crisis economica,2019-12-15,14
926,crisis economica,2019-12-22,7
927,crisis economica,2019-12-29,10
928,crisis economica,2020-01-05,14
929,crisis economica,2020-01-12,13
930,crisis economica,2020-01-19,11
931,crisis economica,2020-01-26,10
932,crisis economica,2020-02-02,12
933,crisis economica,2020-02-09,11
934,crisis economica,2020-02-16,14
935,crisis economica,2020-02-23,15
936,crisis economica,2020-03-01,20
937,crisis economica,2020-03-08,61
938,crisis economica,2020-03-15,100
939,crisis economica,2020-03-22,86
940,crisis economica,2020-03-29,85
941,crisis economica,2020-04-05,62
942,crisis economica,2020-04-12,82
943,crisis economica,2020-04-19,51
944,crisis economica,2020-04-26,44
945,crisis economica,2020-05-03,56
946,crisis economica,2020-05-10,42
947,crisis economica,2020-05-17,60
948,crisis economica,2020-05-24,33
949,protesta,2019-01-06,22
950,protesta,2019-01-13,24
951,protesta,2019-01-20,34
952,protesta,2019-01-27,28
953,protesta,2019-02-03,14
954,protesta,2019-02-10,39
955,protesta,2019-02-17,33
956,protesta,2019-02-24,25
957,protesta,2019-03-03,29
958,protesta,2019-03-10,30
959,protesta,2019-03-17,23
960,protesta,2019-03-24,23
961,protesta,2019-03-31,24
962,protesta,2019-04-07,27
963,protesta,2019-04-14,17
964,protesta,2019-04-21,20
965,protesta,2019-04-28,22
966,protesta,2019-05-05,21
967,protesta,2019-05-12,20
968,protesta,2019-05-19,22
969,protesta,2019-05-26,17
970,protesta,2019-06-02,27
971,protesta,2019-06-09,25
972,protesta,2019-06-16,20
973,protesta,2019-06-23,14
974,protesta,2019-06-30,23
975,protesta,2019-07-07,25
976,protesta,2019-07-14,22
977,protesta,2019-07-21,20
978,protesta,2019-07-28,15
979,protesta,2019-08-04,14
980,protesta,2019-08-11,21
981,protesta,2019-08-18,19
982,protesta,2019-08-25,15
983,protesta,2019-09-01,17
984,protesta,2019-09-08,11
985,protesta,2019-09-15,15
986,protesta,2019-09-22,25
987,protesta,2019-09-29,27
988,protesta,2019-10-06,30
989,protesta,2019-10-13,100
990,protesta,2019-10-20,63
991,protesta,2019-10-27,26
992,protesta,2019-11-03,39
993,protesta,2019-11-10,38
994,protesta,2019-11-17,35
995,protesta,2019-11-24,26
996,protesta,2019-12-01,24
997,protesta,2019-12-08,25
998,protesta,2019-12-15,22
999,protesta,2019-12-22,18
1000,protesta,2019-12-29,21
1001,protesta,2020-01-05,20
1002,protesta,2020-01-12,21
1003,protesta,2020-01-19,20
1004,protesta,2020-01-26,29
1005,protesta,2020-02-02,32
1006,protesta,2020-02-09,30
1007,protesta,2020-02-16,37
1008,protesta,2020-02-23,28
1009,protesta,2020-03-01,23
1010,protesta,2020-03-08,24
1011,protesta,2020-03-15,37
1012,protesta,2020-03-22,22
1013,protesta,2020-03-29,34
1014,protesta,2020-04-05,30
1015,protesta,2020-04-12,34
1016,protesta,2020-04-19,56
1017,protesta,2020-04-26,40
1018,protesta,2020-05-03,33
1019,protesta,2020-05-10,89
1020,protesta,2020-05-17,95
1021,protesta,2020-05-24,62
1022,manifestacion,2019-01-06,4
1023,manifestacion,2019-01-13,7
1024,manifestacion,2019-01-20,5
1025,manifestacion,2019-01-27,4
1026,manifestacion,2019-02-03,16
1027,manifestacion,2019-02-10,53
1028,manifestacion,2019-02-17,9
1029,manifestacion,2019-02-24,8
1030,manifestacion,2019-03-03,100
1031,manifestacion,2019-03-10,21
1032,manifestacion,2019-03-17,9
1033,manifestacion,2019-03-24,8
1034,manifestacion,2019-03-31,7
1035,manifestacion,2019-04-07,4
1036,manifestacion,2019-04-14,3
1037,manifestacion,2019-04-21,3
1038,manifestacion,2019-04-28,10
1039,manifestacion,2019-05-05,3
1040,manifestacion,2019-05-12,2
1041,manifestacion,2019-05-19,2
1042,manifestacion,2019-05-26,3
1043,manifestacion,2019-06-02,2
1044,manifestacion,2019-06-09,1
1045,manifestacion,2019-06-16,3
1046,manifestacion,2019-06-23,4
1047,manifestacion,2019-06-30,4
1048,manifestacion,2019-07-07,3
1049,manifestacion,2019-07-14,2
1050,manifestacion,2019-07-21,1
1051,manifestacion,2019-07-28,1
1052,manifestacion,2019-08-04,2
1053,manifestacion,2019-08-11,1
1054,manifestacion,2019-08-18,2
1055,manifestacion,2019-08-25,2
1056,manifestacion,2019-09-01,1
1057,manifestacion,2019-09-08,6
1058,manifestacion,2019-09-15,7
1059,manifestacion,2019-09-22,21
1060,manifestacion,2019-09-29,6
1061,manifestacion,2019-10-06,7
1062,manifestacion,2019-10-13,46
1063,manifestacion,2019-10-20,28
1064,manifestacion,2019-10-27,14
1065,manifestacion,2019-11-03,5
1066,manifestacion,2019-11-10,4
1067,manifestacion,2019-11-17,4
1068,manifestacion,2019-11-24,9
1069,manifestacion,2019-12-01,10
1070,manifestacion,2019-12-08,4
1071,manifestacion,2019-12-15,3
1072,manifestacion,2019-12-22,1
1073,manifestacion,2019-12-29,7
1074,manifestacion,2020-01-05,8
1075,manifestacion,2020-01-12,5
1076,manifestacion,2020-01-19,3
1077,manifestacion,2020-01-26,7
1078,manifestacion,2020-02-02,4
1079,manifestacion,2020-02-09,5
1080,manifestacion,2020-02-16,8
1081,manifestacion,2020-02-23,5
1082,manifestacion,2020-03-01,27
1083,manifestacion,2020-03-08,35
1084,manifestacion,2020-03-15,4
1085,manifestacion,2020-03-22,6
1086,manifestacion,2020-03-29,2
1087,manifestacion,2020-04-05,12
1088,manifestacion,2020-04-12,3
1089,manifestacion,2020-04-19,5
1090,manifestacion,2020-04-26,5
1091,manifestacion,2020-05-03,4
1092,manifestacion,2020-05-10,16
1093,manifestacion,2020-05-17,37
1094,manifestacion,2020-05-24,30
1095,vox,2019-01-06,35
1096,vox,2019-01-13,26
1097,vox,2019-01-20,16
1098,vox,2019-01-27,12
1099,vox,2019-02-03,14
1100,vox,2019-02-10,18
1101,vox,2019-02-17,22
1102,vox,2019-02-24,19
1103,vox,2019-03-03,26
1104,vox,2019-03-10,19
1105,vox,2019-03-17,30
1106,vox,2019-03-24,29
1107,vox,2019-03-31,28
1108,vox,2019-04-07,35
1109,vox,2019-04-14,42
1110,vox,2019-04-21,100
1111,vox,2019-04-28,71
1112,vox,2019-05-05,19
1113,vox,2019-05-12,19
1114,vox,2019-05-19,25
1115,vox,2019-05-26,28
1116,vox,2019-06-02,11
1117,vox,2019-06-09,12
1118,vox,2019-06-16,13
1119,vox,2019-06-23,13
1120,vox,2019-06-30,10
1121,vox,2019-07-07,9
1122,vox,2019-07-14,8
1123,vox,2019-07-21,10
1124,vox,2019-07-28,7
1125,vox,2019-08-04,6
1126,vox,2019-08-11,7
1127,vox,2019-08-18,6
1128,vox,2019-08-25,6
1129,vox,2019-09-01,7
1130,vox,2019-09-08,6
1131,vox,2019-09-15,8
1132,vox,2019-09-22,7
1133,vox,2019-09-29,8
1134,vox,2019-10-06,17
1135,vox,2019-10-13,18
1136,vox,2019-10-20,20
1137,vox,2019-10-27,25
1138,vox,2019-11-03,54
1139,vox,2019-11-10,92
1140,vox,2019-11-17,19
1141,vox,2019-11-24,19
1142,vox,2019-12-01,13
1143,vox,2019-12-08,12
1144,vox,2019-12-15,10
1145,vox,2019-12-22,9
1146,vox,2019-12-29,11
1147,vox,2020-01-05,19
1148,vox,2020-01-12,14
1149,vox,2020-01-19,14
1150,vox,2020-01-26,11
1151,vox,2020-02-02,9
1152,vox,2020-02-09,9
1153,vox,2020-02-16,10
1154,vox,2020-02-23,8
1155,vox,2020-03-01,8
1156,vox,2020-03-08,19
1157,vox,2020-03-15,9
1158,vox,2020-03-22,12
1159,vox,2020-03-29,13
1160,vox,2020-04-05,19
1161,vox,2020-04-12,13
1162,vox,2020-04-19,14
1163,vox,2020-04-26,15
1164,vox,2020-05-03,12
1165,vox,2020-05-10,13
1166,vox,2020-05-17,22
1167,vox,2020-05-24,25
1168,pp,2019-01-06,40
1169,pp,2019-01-13,27
1170,pp,2019-01-20,24
1171,pp,2019-01-27,19
1172,pp,2019-02-03,25
1173,pp,2019-02-10,26
1174,pp,2019-02-17,24
1175,pp,2019-02-24,24
1176,pp,2019-03-03,23
1177,pp,2019-03-10,36
1178,pp,2019-03-17,36
1179,pp,2019-03-24,36
1180,pp,2019-03-31,35
1181,pp,2019-04-07,45
1182,pp,2019-04-14,47
1183,pp,2019-04-21,90
1184,pp,2019-04-28,100
1185,pp,2019-05-05,40
1186,pp,2019-05-12,47
1187,pp,2019-05-19,53
1188,pp,2019-05-26,77
1189,pp,2019-06-02,22
1190,pp,2019-06-09,28
1191,pp,2019-06-16,24
1192,pp,2019-06-23,16
1193,pp,2019-06-30,14
1194,pp,2019-07-07,15
1195,pp,2019-07-14,13
1196,pp,2019-07-21,17
1197,pp,2019-07-28,18
1198,pp,2019-08-04,13
1199,pp,2019-08-11,14
1200,pp,2019-08-18,12
1201,pp,2019-08-25,10
1202,pp,2019-09-01,13
1203,pp,2019-09-08,13
1204,pp,2019-09-15,15
1205,pp,2019-09-22,15
1206,pp,2019-09-29,15
1207,pp,2019-10-06,19
1208,pp,2019-10-13,17
1209,pp,2019-10-20,16
1210,pp,2019-10-27,22
1211,pp,2019-11-03,45
1212,pp,2019-11-10,50
1213,pp,2019-11-17,20
1214,pp,2019-11-24,13
1215,pp,2019-12-01,14
1216,pp,2019-12-08,14
1217,pp,2019-12-15,12
1218,pp,2019-12-22,11
1219,pp,2019-12-29,16
1220,pp,2020-01-05,20
1221,pp,2020-01-12,18
1222,pp,2020-01-19,13
1223,pp,2020-01-26,13
1224,pp,2020-02-02,13
1225,pp,2020-02-09,13
1226,pp,2020-02-16,16
1227,pp,2020-02-23,19
1228,pp,2020-03-01,15
1229,pp,2020-03-08,18
1230,pp,2020-03-15,12
1231,pp,2020-03-22,19
1232,pp,2020-03-29,20
1233,pp,2020-04-05,20
1234,pp,2020-04-12,22
1235,pp,2020-04-19,22
1236,pp,2020-04-26,21
1237,pp,2020-05-03,29
1238,pp,2020-05-10,21
1239,pp,2020-05-17,23
1240,pp,2020-05-24,19
1241,psoe,2019-01-06,8
1242,psoe,2019-01-13,9
1243,psoe,2019-01-20,7
1244,psoe,2019-01-27,9
1245,psoe,2019-02-03,10
1246,psoe,2019-02-10,15
1247,psoe,2019-02-17,16
1248,psoe,2019-02-24,13
1249,psoe,2019-03-03,19
1250,psoe,2019-03-10,16
1251,psoe,2019-03-17,18
1252,psoe,2019-03-24,18
1253,psoe,2019-03-31,20
1254,psoe,2019-04-07,24
1255,psoe,2019-04-14,29
1256,psoe,2019-04-21,54
1257,psoe,2019-04-28,100
1258,psoe,2019-05-05,34
1259,psoe,2019-05-12,33
1260,psoe,2019-05-19,40
1261,psoe,2019-05-26,57
1262,psoe,2019-06-02,14
1263,psoe,2019-06-09,18
1264,psoe,2019-06-16,15
1265,psoe,2019-06-23,11
1266,psoe,2019-06-30,10
1267,psoe,2019-07-07,10
1268,psoe,2019-07-14,12
1269,psoe,2019-07-21,26
1270,psoe,2019-07-28,11
1271,psoe,2019-08-04,7
1272,psoe,2019-08-11,6
1273,psoe,2019-08-18,8
1274,psoe,2019-08-25,7
1275,psoe,2019-09-01,12
1276,psoe,2019-09-08,10
1277,psoe,2019-09-15,14
1278,psoe,2019-09-22,10
1279,psoe,2019-09-29,10
1280,psoe,2019-10-06,11
1281,psoe,2019-10-13,10
1282,psoe,2019-10-20,12
1283,psoe,2019-10-27,15
1284,psoe,2019-11-03,26
1285,psoe,2019-11-10,79
1286,psoe,2019-11-17,23
1287,psoe,2019-11-24,15
1288,psoe,2019-12-01,11
1289,psoe,2019-12-08,9
1290,psoe,2019-12-15,9
1291,psoe,2019-12-22,8
1292,psoe,2019-12-29,31
1293,psoe,2020-01-05,27
1294,psoe,2020-01-12,12
1295,psoe,2020-01-19,10
1296,psoe,2020-01-26,7
1297,psoe,2020-02-02,8
1298,psoe,2020-02-09,8
1299,psoe,2020-02-16,8
1300,psoe,2020-02-23,7
1301,psoe,2020-03-01,6
1302,psoe,2020-03-08,7
1303,psoe,2020-03-15,7
1304,psoe,2020-03-22,12
1305,psoe,2020-03-29,11
1306,psoe,2020-04-05,13
1307,psoe,2020-04-12,12
1308,psoe,2020-04-19,11
1309,psoe,2020-04-26,10
1310,psoe,2020-05-03,16
1311,psoe,2020-05-10,11
1312,psoe,2020-05-17,19
1313,psoe,2020-05-24,12
1314,podemos,2019-01-06,13
1315,podemos,2019-01-13,22
1316,podemos,2019-01-20,28
1317,podemos,2019-01-27,21
1318,podemos,2019-02-03,17
1319,podemos,2019-02-10,18
1320,podemos,2019-02-17,18
1321,podemos,2019-02-24,18
1322,podemos,2019-03-03,38
1323,podemos,2019-03-10,20
1324,podemos,2019-03-17,23
1325,podemos,2019-03-24,27
1326,podemos,2019-03-31,31
1327,podemos,2019-04-07,35
1328,podemos,2019-04-14,42
1329,podemos,2019-04-21,88
1330,podemos,2019-04-28,75
1331,podemos,2019-05-05,24
1332,podemos,2019-05-12,31
1333,podemos,2019-05-19,42
1334,podemos,2019-05-26,51
1335,podemos,2019-06-02,25
1336,podemos,2019-06-09,18
1337,podemos,2019-06-16,11
1338,podemos,2019-06-23,12
1339,podemos,2019-06-30,10
1340,podemos,2019-07-07,14
1341,podemos,2019-07-14,26
1342,podemos,2019-07-21,37
1343,podemos,2019-07-28,15
1344,podemos,2019-08-04,12
1345,podemos,2019-08-11,10
1346,podemos,2019-08-18,11
1347,podemos,2019-08-25,11
1348,podemos,2019-09-01,14
1349,podemos,2019-09-08,16
1350,podemos,2019-09-15,16
1351,podemos,2019-09-22,18
1352,podemos,2019-09-29,15
1353,podemos,2019-10-06,15
1354,podemos,2019-10-13,14
1355,podemos,2019-10-20,16
1356,podemos,2019-10-27,20
1357,podemos,2019-11-03,44
1358,podemos,2019-11-10,100
1359,podemos,2019-11-17,28
1360,podemos,2019-11-24,19
1361,podemos,2019-12-01,21
1362,podemos,2019-12-08,15
1363,podemos,2019-12-15,12
1364,podemos,2019-12-22,9
1365,podemos,2019-12-29,26
1366,podemos,2020-01-05,33
1367,podemos,2020-01-12,25
1368,podemos,2020-01-19,15
1369,podemos,2020-01-26,15
1370,podemos,2020-02-02,16
1371,podemos,2020-02-09,15
1372,podemos,2020-02-16,16
1373,podemos,2020-02-23,14
1374,podemos,2020-03-01,20
1375,podemos,2020-03-08,16
1376,podemos,2020-03-15,29
1377,podemos,2020-03-22,31
1378,podemos,2020-03-29,32
1379,podemos,2020-04-05,25
1380,podemos,2020-04-12,26
1381,podemos,2020-04-19,30
1382,podemos,2020-04-26,39
1383,podemos,2020-05-03,37
1384,podemos,2020-05-10,38
1385,podemos,2020-05-17,68
1386,podemos,2020-05-24,44
1387,pnv,2019-01-06,8
1388,pnv,2019-01-13,7
1389,pnv,2019-01-20,7
1390,pnv,2019-01-27,7
1391,pnv,2019-02-03,12
1392,pnv,2019-02-10,16
1393,pnv,2019-02-17,14
1394,pnv,2019-02-24,18
1395,pnv,2019-03-03,14
1396,pnv,2019-03-10,13
1397,pnv,2019-03-17,11
1398,pnv,2019-03-24,15
1399,pnv,2019-03-31,19
1400,pnv,2019-04-07,25
1401,pnv,2019-04-14,38
1402,pnv,2019-04-21,42
1403,pnv,2019-04-28,83
1404,pnv,2019-05-05,21
1405,pnv,2019-05-12,24
1406,pnv,2019-05-19,32
1407,pnv,2019-05-26,51
1408,pnv,2019-06-02,15
1409,pnv,2019-06-09,13
1410,pnv,2019-06-16,12
1411,pnv,2019-06-23,9
1412,pnv,2019-06-30,7
1413,pnv,2019-07-07,6
1414,pnv,2019-07-14,8
1415,pnv,2019-07-21,26
1416,pnv,2019-07-28,9
1417,pnv,2019-08-04,5
1418,pnv,2019-08-11,6
1419,pnv,2019-08-18,4
1420,pnv,2019-08-25,7
1421,pnv,2019-09-01,5
1422,pnv,2019-09-08,6
1423,pnv,2019-09-15,16
1424,pnv,2019-09-22,9
1425,pnv,2019-09-29,12
1426,pnv,2019-10-06,8
1427,pnv,2019-10-13,8
1428,pnv,2019-10-20,12
1429,pnv,2019-10-27,36
1430,pnv,2019-11-03,58
1431,pnv,2019-11-10,100
1432,pnv,2019-11-17,15
1433,pnv,2019-11-24,16
1434,pnv,2019-12-01,11
1435,pnv,2019-12-08,33
1436,pnv,2019-12-15,25
1437,pnv,2019-12-22,10
1438,pnv,2019-12-29,46
1439,pnv,2020-01-05,57
1440,pnv,2020-01-12,19
1441,pnv,2020-01-19,11
1442,pnv,2020-01-26,11
1443,pnv,2020-02-02,10
1444,pnv,2020-02-09,12
1445,pnv,2020-02-16,13
1446,pnv,2020-02-23,13
1447,pnv,2020-03-01,11
1448,pnv,2020-03-08,9
1449,pnv,2020-03-15,6
1450,pnv,2020-03-22,9
1451,pnv,2020-03-29,21
1452,pnv,2020-04-05,12
1453,pnv,2020-04-12,10
1454,pnv,2020-04-19,12
1455,pnv,2020-04-26,12
1456,pnv,2020-05-03,36
1457,pnv,2020-05-10,22
1458,pnv,2020-05-17,23
1459,pnv,2020-05-24,18
1460,mas pais,2019-01-06,20
1461,mas pais,2019-01-13,19
1462,mas pais,2019-01-20,23
1463,mas pais,2019-01-27,21
1464,mas pais,2019-02-03,20
1465,mas pais,2019-02-10,17
1466,mas pais,2019-02-17,20
1467,mas pais,2019-02-24,26
1468,mas pais,2019-03-03,20
1469,mas pais,2019-03-10,25
1470,mas pais,2019-03-17,24
1471,mas pais,2019-03-24,18
1472,mas pais,2019-03-31,17
1473,mas pais,2019-04-07,19
1474,mas pais,2019-04-14,17
1475,mas pais,2019-04-21,20
1476,mas pais,2019-04-28,20
1477,mas pais,2019-05-05,19
1478,mas pais,2019-05-12,21
1479,mas pais,2019-05-19,23
1480,mas pais,2019-05-26,21
1481,mas pais,2019-06-02,17
1482,mas pais,2019-06-09,17
1483,mas pais,2019-06-16,17
1484,mas pais,2019-06-23,16
1485,mas pais,2019-06-30,18
1486,mas pais,2019-07-07,18
1487,mas pais,2019-07-14,20
1488,mas pais,2019-07-21,20
1489,mas pais,2019-07-28,17
1490,mas pais,2019-08-04,19
1491,mas pais,2019-08-11,21
1492,mas pais,2019-08-18,22
1493,mas pais,2019-08-25,19
1494,mas pais,2019-09-01,23
1495,mas pais,2019-09-08,16
1496,mas pais,2019-09-15,17
1497,mas pais,2019-09-22,63
1498,mas pais,2019-09-29,54
1499,mas pais,2019-10-06,58
1500,mas pais,2019-10-13,40
1501,mas pais,2019-10-20,42
1502,mas pais,2019-10-27,49
1503,mas pais,2019-11-03,93
1504,mas pais,2019-11-10,100
1505,mas pais,2019-11-17,25
1506,mas pais,2019-11-24,21
1507,mas pais,2019-12-01,25
1508,mas pais,2019-12-08,22
1509,mas pais,2019-12-15,22
1510,mas pais,2019-12-22,18
1511,mas pais,2019-12-29,28
1512,mas pais,2020-01-05,28
1513,mas pais,2020-01-12,24
1514,mas pais,2020-01-19,23
1515,mas pais,2020-01-26,25
1516,mas pais,2020-02-02,23
1517,mas pais,2020-02-09,24
1518,mas pais,2020-02-16,23
1519,mas pais,2020-02-23,24
1520,mas pais,2020-03-01,25
1521,mas pais,2020-03-08,27
1522,mas pais,2020-03-15,36
1523,mas pais,2020-03-22,44
1524,mas pais,2020-03-29,38
1525,mas pais,2020-04-05,41
1526,mas pais,2020-04-12,53
1527,mas pais,2020-04-19,43
1528,mas pais,2020-04-26,41
1529,mas pais,2020-05-03,37
1530,mas pais,2020-05-10,37
1531,mas pais,2020-05-17,36
1532,mas pais,2020-05-24,31
1533,compromis,2019-01-06,4
1534,compromis,2019-01-13,5
1535,compromis,2019-01-20,5
1536,compromis,2019-01-27,6
1537,compromis,2019-02-03,7
1538,compromis,2019-02-10,11
1539,compromis,2019-02-17,18
1540,compromis,2019-02-24,11
1541,compromis,2019-03-03,19
1542,compromis,2019-03-10,18
1543,compromis,2019-03-17,13
1544,compromis,2019-03-24,11
1545,compromis,2019-03-31,12
1546,compromis,2019-04-07,20
1547,compromis,2019-04-14,27
1548,compromis,2019-04-21,51
1549,compromis,2019-04-28,100
1550,compromis,2019-05-05,15
1551,compromis,2019-05-12,25
1552,compromis,2019-05-19,26
1553,compromis,2019-05-26,53
1554,compromis,2019-06-02,8
1555,compromis,2019-06-09,10
1556,compromis,2019-06-16,7
1557,compromis,2019-06-23,6
1558,compromis,2019-06-30,4
1559,compromis,2019-07-07,11
1560,compromis,2019-07-14,6
1561,compromis,2019-07-21,10
1562,compromis,2019-07-28,6
1563,compromis,2019-08-04,6
1564,compromis,2019-08-11,4
1565,compromis,2019-08-18,1
1566,compromis,2019-08-25,3
1567,compromis,2019-09-01,4
1568,compromis,2019-09-08,4
1569,compromis,2019-09-15,7
1570,compromis,2019-09-22,22
1571,compromis,2019-09-29,6
1572,compromis,2019-10-06,7
1573,compromis,2019-10-13,6
1574,compromis,2019-10-20,7
1575,compromis,2019-10-27,10
1576,compromis,2019-11-03,16
1577,compromis,2019-11-10,27
1578,compromis,2019-11-17,7
1579,compromis,2019-11-24,4
1580,compromis,2019-12-01,4
1581,compromis,2019-12-08,5
1582,compromis,2019-12-15,3
1583,compromis,2019-12-22,4
1584,compromis,2019-12-29,8
1585,compromis,2020-01-05,13
1586,compromis,2020-01-12,6
1587,compromis,2020-01-19,2
1588,compromis,2020-01-26,4
1589,compromis,2020-02-02,3
1590,compromis,2020-02-09,5
1591,compromis,2020-02-16,4
1592,compromis,2020-02-23,3
1593,compromis,2020-03-01,4
1594,compromis,2020-03-08,5
1595,compromis,2020-03-15,3
1596,compromis,2020-03-22,4
1597,compromis,2020-03-29,3
1598,compromis,2020-04-05,6
1599,compromis,2020-04-12,4
1600,compromis,2020-04-19,5
1601,compromis,2020-04-26,3
1602,compromis,2020-05-03,5
1603,compromis,2020-05-10,6
1604,compromis,2020-05-17,10
1605,compromis,2020-05-24,4
1606,erc,2019-01-06,6
1607,erc,2019-01-13,7
1608,erc,2019-01-20,6
1609,erc,2019-01-27,7
1610,erc,2019-02-03,12
1611,erc,2019-02-10,14
1612,erc,2019-02-17,12
1613,erc,2019-02-24,13
1614,erc,2019-03-03,15
1615,erc,2019-03-10,15
1616,erc,2019-03-17,14
1617,erc,2019-03-24,13
1618,erc,2019-03-31,18
1619,erc,2019-04-07,21
1620,erc,2019-04-14,24
1621,erc,2019-04-21,37
1622,erc,2019-04-28,90
1623,erc,2019-05-05,24
1624,erc,2019-05-12,25
1625,erc,2019-05-19,31
1626,erc,2019-05-26,71
1627,erc,2019-06-02,11
1628,erc,2019-06-09,20
1629,erc,2019-06-16,14
1630,erc,2019-06-23,9
1631,erc,2019-06-30,10
1632,erc,2019-07-07,7
1633,erc,2019-07-14,11
1634,erc,2019-07-21,15
1635,erc,2019-07-28,9
1636,erc,2019-08-04,7
1637,erc,2019-08-11,6
1638,erc,2019-08-18,6
1639,erc,2019-08-25,4
1640,erc,2019-09-01,7
1641,erc,2019-09-08,7
1642,erc,2019-09-15,8
1643,erc,2019-09-22,10
1644,erc,2019-09-29,8
1645,erc,2019-10-06,7
1646,erc,2019-10-13,16
1647,erc,2019-10-20,18
1648,erc,2019-10-27,15
1649,erc,2019-11-03,23
1650,erc,2019-11-10,81
1651,erc,2019-11-17,26
1652,erc,2019-11-24,53
1653,erc,2019-12-01,23
1654,erc,2019-12-08,24
1655,erc,2019-12-15,28
1656,erc,2019-12-22,23
1657,erc,2019-12-29,100
1658,erc,2020-01-05,39
1659,erc,2020-01-12,11
1660,erc,2020-01-19,10
1661,erc,2020-01-26,18
1662,erc,2020-02-02,11
1663,erc,2020-02-09,8
1664,erc,2020-02-16,8
1665,erc,2020-02-23,9
1666,erc,2020-03-01,6
1667,erc,2020-03-08,11
1668,erc,2020-03-15,7
1669,erc,2020-03-22,5
1670,erc,2020-03-29,5
1671,erc,2020-04-05,10
1672,erc,2020-04-12,6
1673,erc,2020-04-19,6
1674,erc,2020-04-26,6
1675,erc,2020-05-03,20
1676,erc,2020-05-10,10
1677,erc,2020-05-17,17
1678,erc,2020-05-24,9
1679,bildu,2019-01-06,4
1680,bildu,2019-01-13,4
1681,bildu,2019-01-20,3
1682,bildu,2019-01-27,3
1683,bildu,2019-02-03,3
1684,bildu,2019-02-10,4
1685,bildu,2019-02-17,4
1686,bildu,2019-02-24,3
1687,bildu,2019-03-03,4
1688,bildu,2019-03-10,6
1689,bildu,2019-03-17,6
1690,bildu,2019-03-24,8
1691,bildu,2019-03-31,17
1692,bildu,2019-04-07,16
1693,bildu,2019-04-14,15
1694,bildu,2019-04-21,32
1695,bildu,2019-04-28,56
1696,bildu,2019-05-05,12
1697,bildu,2019-05-12,17
1698,bildu,2019-05-19,19
1699,bildu,2019-05-26,26
1700,bildu,2019-06-02,6
1701,bildu,2019-06-09,8
1702,bildu,2019-06-16,11
1703,bildu,2019-06-23,11
1704,bildu,2019-06-30,6
1705,bildu,2019-07-07,7
1706,bildu,2019-07-14,5
1707,bildu,2019-07-21,8
1708,bildu,2019-07-28,14
1709,bildu,2019-08-04,6
1710,bildu,2019-08-11,4
1711,bildu,2019-08-18,3
1712,bildu,2019-08-25,4
1713,bildu,2019-09-01,2
1714,bildu,2019-09-08,3
1715,bildu,2019-09-15,5
1716,bildu,2019-09-22,4
1717,bildu,2019-09-29,2
1718,bildu,2019-10-06,3
1719,bildu,2019-10-13,5
1720,bildu,2019-10-20,3
1721,bildu,2019-10-27,4
1722,bildu,2019-11-03,12
1723,bildu,2019-11-10,33
1724,bildu,2019-11-17,6
1725,bildu,2019-11-24,6
1726,bildu,2019-12-01,5
1727,bildu,2019-12-08,4
1728,bildu,2019-12-15,9
1729,bildu,2019-12-22,5
